Word           Frequency      Posting List   
mckain         2              [(2, 16823), (2, 20431)]

me             2              [(1, 3502), (1, 3542)]

mean           3              [(1, 12574), (2, 3093), (2, 7351)]

measur         1              [(2, 16015)]   

medic          1              [(2, 21402)]   

medica         1              [(1, 16902)]   

medicin        2              [(1, 15722), (1, 17129)]

mediev         1              [(2, 6963)]    

medik          1              [(1, 235)]     

mediku         1              [(1, 257)]     

mediterranean  2              [(1, 9941), (2, 18570)]

meet           1              [(2, 2544)]    

melbourn       1              [(2, 16505)]   

melon          1              [(1, 3777)]    

member         1              [(2, 1126)]    

mengersen      1              [(2, 20845)]   

mentalfloss    1              [(2, 22945)]   

menu           2              [(1, 17705), (2, 24862)]

merriamwebst   1              [(2, 15559)]   

messeng        1              [(1, 2330)]    

metal          1              [(2, 23602)]   

method         1              [(2, 13368)]   

metria         3              [(1, 14313), (1, 14327), (1, 14342)]

metropolitan   1              [(1, 14280)]   

michael        4              [(1, 13603), (1, 14467), (1, 17032), (1, 17158)]

michel         3              [(2, 9239), (2, 11037), (2, 16476)]

micromalu      1              [(1, 17545)]   

microsoft      1              [(2, 15873)]   

midget         1              [(1, 17555)]   

mike           2              [(2, 7500), (2, 18663)]

mil            1              [(1, 276)]     

mildew         1              [(1, 7909)]    

mill           2              [(1, 8910), (2, 23112)]

million        4              [(1, 8032), (2, 10075), (2, 10170), (2, 10293)]

minard         1              [(2, 23327)]   

minnesota      1              [(1, 5703)]    

minou          1              [(1, 11580)]   

mister         1              [(2, 14793)]   

ml             1              [(1, 14527)]   

moder          1              [(2, 11830)]   

modern         8              [(1, 4522), (1, 4795), (1, 4856), (2, 1443), (2, 4676), (2, 7777), (2, 7841), (2, 8698)]

moench         1              [(1, 328)]     

moham          1              [(2, 19196)]   

mol            1              [(1, 12173)]   

molli          1              [(2, 22381)]   

monkey         2              [(2, 15270), (2, 15334)]

monocotyledon  1              [(2, 16953)]   

month          2              [(1, 7342), (2, 6990)]

montpelli      1              [(2, 20526)]   

moor           2              [(1, 11628), (2, 17186)]

more           17             [(1, 1588), (1, 1623), (1, 4150), (1, 5058), (1, 6488), (1, 7631), (1, 7880), (1, 17744), (2, 866), (2, 4017), (2, 6434), (2, 7932), (2, 9619), (2, 9982), (2, 11074), (2, 15260), (2, 24901)]

morpholog      1              [(2, 17479)]   

moser          1              [(2, 19331)]   

most           14             [(1, 3094), (1, 4341), (1, 5073), (1, 5454), (1, 5631), (1, 5678), (1, 7438), (1, 7941), (2, 5129), (2, 6017), (2, 7809), (2, 9014), (2, 10578), (2, 12447)]

mountain       1              [(2, 7387)]    

moura          1              [(1, 16120)]   

mtm            1              [(2, 19202)]   

much           4              [(1, 6483), (2, 12799), (2, 14491), (2, 14567)]

mui            1              [(2, 21834)]   

musa           38             [(2, 382), (2, 397), (2, 417), (2, 434), (2, 465), (2, 480), (2, 856), (2, 1048), (2, 1065), (2, 1083), (2, 3742), (2, 3811), (2, 3832), (2, 3985), (2, 4000), (2, 4239), (2, 4254), (2, 4293), (2, 4359), (2, 4421), (2, 4442), (2, 4464), (2, 4557), (2, 4574), (2, 4611), (2, 5029), (2, 5105), (2, 8774), (2, 8789), (2, 9058), (2, 16252), (2, 16530), (2, 16914), (2, 17540), (2, 19206), (2, 23845), (2, 24557), (2, 24810)]

musacea        1              [(2, 17532)]   

musacearum     4              [(2, 11564), (2, 21081), (2, 21187), (2, 21363)]

museum         1              [(1, 11513)]   

mushroom       2              [(1, 13106), (1, 13269)]

music          1              [(2, 22736)]   

muslim         1              [(2, 18538)]   

must           5              [(1, 2655), (1, 5097), (1, 5970), (1, 10628), (2, 9679)]

mwangi         1              [(2, 21212)]   

my             2              [(2, 14632), (2, 14828)]

myself         1              [(2, 14731)]   

mysteri        1              [(1, 13194)]   

mystic         1              [(1, 2811)]    

myth           2              [(1, 12874), (1, 12931)]

mytholog       4              [(1, 907), (1, 2431), (1, 2771), (1, 3672)]

müller         1              [(2, 19343)]   

mālum          1              [(1, 3827)]    

mălum          1              [(1, 3833)]    

n              5              [(1, 11557), (1, 11626), (2, 16735), (2, 17842), (2, 19194)]

na             1              [(2, 12914)]   

name           8              [(1, 3753), (1, 4287), (1, 12563), (2, 1007), (2, 4028), (2, 4130), (2, 7312), (2, 24377)]

namespac       2              [(1, 17722), (2, 24879)]

nanci          1              [(1, 14806)]   

nation         4              [(1, 4173), (2, 20611), (2, 21465), (2, 23344)]

nativ          1              [(1, 2537)]    

natur          12             [(1, 9098), (1, 11499), (1, 12282), (1, 13906), (1, 15555), (2, 1545), (2, 3585), (2, 10427), (2, 15521), (2, 16973), (2, 20508), (2, 20947)]

naturecom      1              [(1, 12294)]   

navig          4              [(1, 17699), (1, 17756), (2, 24856), (2, 24913)]

ncsuedu        1              [(1, 14334)]   

need           6              [(1, 5813), (1, 7617), (2, 8516), (2, 10030), (2, 11123), (2, 11338)]

neer           1              [(2, 18034)]   

neglig         1              [(2, 11784)]   

neither        2              [(1, 10230), (2, 14624)]

nelson         3              [(1, 17010), (2, 23815), (2, 24058)]

network        2              [(2, 7858), (2, 24441)]

new            21             [(1, 5183), (1, 5459), (1, 12078), (1, 12720), (1, 14416), (1, 15070), (1, 15830), (1, 15918), (2, 2592), (2, 2713), (2, 7514), (2, 15932), (2, 17911), (2, 17989), (2, 18590), (2, 18680), (2, 18812), (2, 19028), (2, 19057), (2, 19225), (2, 23291)]

news           3              [(1, 14033), (2, 19144), (2, 21408)]

next           2              [(2, 7382), (2, 10710)]

ney            1              [(2, 24733)]   

ng             1              [(2, 12922)]   

nicaraguan     1              [(2, 12932)]   

nichola        1              [(2, 19395)]   

no             6              [(1, 10499), (1, 10968), (2, 642), (2, 9197), (2, 10544), (2, 22694)]

noel           2              [(2, 16651), (2, 20267)]

nom            3              [(1, 213), (2, 4599), (2, 4660)]

nomenclatur    1              [(1, 11287)]   

nonmedicin     1              [(1, 15734)]   

nonorgan       1              [(1, 7677)]    

nonseason      1              [(2, 8912)]    

nor            1              [(1, 10242)]   

normal         1              [(2, 2918)]    

nors           1              [(1, 2426)]    

north          7              [(1, 498), (1, 11240), (1, 14545), (1, 17313), (2, 5005), (2, 6937), (2, 7968)]

northern       5              [(1, 2572), (1, 9829), (1, 12882), (1, 12939), (1, 12992)]

norton         1              [(1, 15082)]   

not            18             [(1, 3590), (1, 5324), (1, 6132), (1, 8478), (1, 10147), (1, 11156), (2, 932), (2, 947), (2, 2369), (2, 5571), (2, 6212), (2, 6482), (2, 6494), (2, 6575), (2, 7715), (2, 9249), (2, 9311), (2, 11742)]

notabl         1              [(2, 13583)]   

note           3              [(1, 2253), (1, 2376), (1, 14038)]

notion         1              [(1, 4044)]    

novemb         6              [(1, 14357), (1, 15932), (2, 20586), (2, 20873), (2, 21515), (2, 22619)]

now            2              [(1, 11041), (2, 14474)]

nr             1              [(1, 16175)]   

number         5              [(1, 743), (1, 6558), (1, 7805), (2, 4086), (2, 4785)]

nut            1              [(1, 10134)]   

nutrient       2              [(1, 9693), (2, 21472)]

nutrit         7              [(1, 1008), (1, 8137), (1, 8170), (1, 15793), (2, 1642), (2, 11586), (2, 11604)]

nutritiondatacom1              [(1, 15640)]   

nw             2              [(2, 15929), (2, 24272)]

nyu            1              [(2, 18599)]   

nzor           2              [(1, 17633), (1, 17678)]

o              4              [(1, 16136), (2, 16638), (2, 16649), (2, 20265)]

oc             1              [(2, 24347)]   

occas          1              [(2, 14932)]   

occur          1              [(2, 2603)]    

octob          12             [(1, 11725), (1, 12276), (1, 12348), (1, 12415), (1, 14825), (1, 15130), (1, 16950), (1, 16997), (2, 15680), (2, 16190), (2, 18993), (2, 21427)]

oddli          1              [(1, 4693)]    

of             260            [(1, 467), (1, 602), (1, 750), (1, 770), (1, 807), (1, 1108), (1, 1208), (1, 1384), (1, 1577), (1, 1691), (1, 1837), (1, 1847), (1, 1914), (1, 2237), (1, 2297), (1, 2451), (1, 2508), (1, 2551), (1, 2643), (1, 2679), (1, 2701), (1, 2725), (1, 2746), (1, 2825), (1, 2880), (1, 2920), (1, 2987), (1, 3047), (1, 3394), (1, 3663), (1, 3824), (1, 3920), (1, 3997), (1, 4039), (1, 4111), (1, 4219), (1, 4260), (1, 4346), (1, 4573), (1, 4580), (1, 4731), (1, 5408), (1, 5859), (1, 6191), (1, 6359), (1, 6565), (1, 6622), (1, 6816), (1, 6966), (1, 7419), (1, 7452), (1, 7524), (1, 7668), (1, 7812), (1, 7827), (1, 7873), (1, 8040), (1, 8081), (1, 8113), (1, 9095), (1, 9329), (1, 9479), (1, 9567), (1, 9758), (1, 9771), (1, 9798), (1, 10005), (1, 10078), (1, 10317), (1, 10395), (1, 10412), (1, 10441), (1, 10476), (1, 10526), (1, 10676), (1, 10745), (1, 11119), (1, 11145), (1, 11237), (1, 11280), (1, 11886), (1, 11910), (1, 12391), (1, 12554), (1, 12703), (1, 12879), (1, 12936), (1, 12985), (1, 13051), (1, 13115), (1, 13164), (1, 13202), (1, 13409), (1, 13761), (1, 14043), (1, 14273), (1, 14413), (1, 14899), (1, 15206), (1, 15244), (1, 15305), (1, 15375), (1, 15428), (1, 15552), (1, 15623), (1, 15850), (1, 15878), (1, 16230), (1, 16314), (1, 16379), (1, 16403), (1, 16424), (1, 16753), (1, 16784), (1, 16809), (1, 16861), (1, 17058), (1, 17126), (1, 17177), (1, 17202), (1, 17289), (1, 17302), (1, 17363), (1, 17462), (2, 217), (2, 556), (2, 615), (2, 787), (2, 876), (2, 1133), (2, 2026), (2, 2301), (2, 2402), (2, 2530), (2, 2622), (2, 3006), (2, 3025), (2, 3158), (2, 3249), (2, 3462), (2, 3642), (2, 3825), (2, 3849), (2, 4093), (2, 4101), (2, 4174), (2, 4356), (2, 4402), (2, 4691), (2, 4792), (2, 4898), (2, 4951), (2, 4964), (2, 5110), (2, 5411), (2, 5427), (2, 5484), (2, 5721), (2, 5933), (2, 6344), (2, 6406), (2, 6444), (2, 6537), (2, 6550), (2, 6700), (2, 6757), (2, 6996), (2, 7191), (2, 7317), (2, 7456), (2, 7601), (2, 7814), (2, 7838), (2, 7866), (2, 7909), (2, 8008), (2, 8134), (2, 8257), (2, 8372), (2, 8412), (2, 8667), (2, 9144), (2, 10083), (2, 10144), (2, 10213), (2, 10232), (2, 10306), (2, 10325), (2, 10554), (2, 10937), (2, 10967), (2, 11166), (2, 11250), (2, 11293), (2, 11427), (2, 11798), (2, 11843), (2, 12397), (2, 12452), (2, 13167), (2, 13513), (2, 13538), (2, 13660), (2, 13817), (2, 13831), (2, 13927), (2, 14182), (2, 14225), (2, 14291), (2, 14496), (2, 14572), (2, 14938), (2, 14950), (2, 15007), (2, 15218), (2, 15235), (2, 15388), (2, 15518), (2, 15896), (2, 16401), (2, 16502), (2, 16563), (2, 16950), (2, 17035), (2, 17219), (2, 17265), (2, 17512), (2, 17553), (2, 17743), (2, 17865), (2, 17908), (2, 18078), (2, 18146), (2, 18185), (2, 18330), (2, 18433), (2, 18778), (2, 19245), (2, 19680), (2, 19721), (2, 19826), (2, 19935), (2, 19968), (2, 20668), (2, 21057), (2, 21141), (2, 21269), (2, 21330), (2, 21451), (2, 21783), (2, 21891), (2, 21988), (2, 22314), (2, 22470), (2, 22553), (2, 23551), (2, 23599), (2, 23957), (2, 23996), (2, 24460)]

off            1              [(1, 2961)]    

offic          2              [(2, 23951), (2, 24502)]

offord         1              [(2, 20996)]   

offshoot       2              [(2, 2904), (2, 3032)]

often          6              [(1, 2800), (1, 4687), (1, 5798), (1, 8697), (1, 9814), (2, 13274)]

oh             1              [(2, 14790)]   

oil            2              [(1, 16790), (2, 11997)]

old            4              [(1, 1926), (1, 2685), (1, 4670), (1, 5932)]

oldfashion     1              [(1, 10762)]   

oliveira       2              [(1, 16144), (1, 16166)]

olivi          1              [(2, 17305)]   

on             26             [(1, 4229), (1, 5016), (1, 6027), (1, 6387), (1, 6538), (1, 6781), (1, 10851), (1, 11827), (1, 14948), (2, 456), (2, 3964), (2, 4778), (2, 5039), (2, 7407), (2, 8203), (2, 9888), (2, 11030), (2, 13443), (2, 13475), (2, 14534), (2, 14608), (2, 16005), (2, 17227), (2, 19949), (2, 22378), (2, 24113)]

onc            2              [(1, 2022), (2, 7297)]

one            11             [(1, 2821), (1, 3106), (1, 3330), (1, 3383), (1, 6030), (1, 9789), (1, 12768), (2, 3021), (2, 5407), (2, 6533), (2, 7410)]

onli           3              [(2, 3016), (2, 3959), (2, 7482)]

onlin          4              [(2, 15503), (2, 15572), (2, 16196), (2, 22357)]

onward         1              [(2, 4196)]    

open           2              [(1, 6861), (2, 1893)]

oquinon        1              [(1, 9501)]    

or             29             [(1, 1338), (1, 2818), (1, 4439), (1, 5520), (1, 6098), (1, 6116), (1, 6145), (1, 8666), (1, 8761), (1, 8915), (1, 17459), (2, 2268), (2, 2755), (2, 3339), (2, 3440), (2, 3716), (2, 3781), (2, 5778), (2, 5802), (2, 8191), (2, 8590), (2, 9941), (2, 12238), (2, 12775), (2, 12788), (2, 13076), (2, 13094), (2, 13323), (2, 13466)]

orang          1              [(2, 7194)]    

orchard        3              [(1, 6849), (1, 17562), (2, 17199)]

order          3              [(1, 144), (2, 3069), (2, 9554)]

oregonpacif    1              [(1, 17517)]   

org            1              [(2, 19541)]   

organ          8              [(1, 1042), (1, 9125), (1, 9164), (1, 9195), (1, 11437), (1, 15530), (2, 20075), (2, 20155)]

origin         14             [(1, 379), (1, 1468), (1, 4253), (1, 5477), (1, 10809), (1, 12583), (2, 3658), (2, 3919), (2, 6643), (2, 7792), (2, 8815), (2, 17858), (2, 18122), (2, 22463)]

oshima         1              [(1, 16178)]   

other          25             [(1, 1066), (1, 2753), (1, 4499), (1, 7671), (1, 8232), (1, 8574), (1, 9347), (1, 9624), (1, 9918), (1, 10118), (1, 17791), (2, 164), (2, 1778), (2, 1997), (2, 3122), (2, 5304), (2, 6331), (2, 8277), (2, 11660), (2, 12024), (2, 15419), (2, 24587), (2, 24661), (2, 24719), (2, 24948)]

ottoman        1              [(2, 18548)]   

ouellett       1              [(1, 14383)]   

out            1              [(1, 2481)]    

outermost      1              [(2, 13911)]   

outran         1              [(1, 3736)]    

outright       1              [(2, 10557)]   

ovari          2              [(2, 2033), (2, 3165)]

over           2              [(2, 9697), (2, 17087)]

overlap        1              [(1, 6276)]    

overrip        1              [(1, 10272)]   

overview       1              [(2, 24091)]   

oxford         3              [(2, 16329), (2, 16336), (2, 22745)]

oxidas         2              [(1, 9388), (1, 9451)]

p              7              [(1, 17230), (2, 4537), (2, 15488), (2, 15806), (2, 16063), (2, 16664), (2, 21244)]

pacif          8              [(1, 4941), (2, 5940), (2, 6413), (2, 15623), (2, 23867), (2, 24116), (2, 24170), (2, 24496)]

pack           2              [(2, 2451), (2, 9871)]

packag         1              [(2, 13396)]   

padilha        1              [(2, 23420)]   

pagan          3              [(1, 895), (1, 2120), (1, 13174)]

page           4              [(1, 12897), (1, 12954), (1, 13009), (1, 16572)]

pain           1              [(2, 17365)]   

palm           1              [(2, 16039)]   

panama         4              [(2, 1558), (2, 9294), (2, 10904), (2, 11169)]

pankhurst      1              [(2, 16280)]   

panten         1              [(2, 21649)]   

paper          5              [(2, 1707), (2, 4177), (2, 14238), (2, 14301), (2, 14314)]

par            2              [(2, 23939), (2, 24242)]

paradis        1              [(1, 12439)]   

paradisiaca    9              [(1, 243), (1, 302), (2, 422), (2, 4005), (2, 4259), (2, 4469), (2, 4523), (2, 4640), (2, 16535)]

paradisica     1              [(2, 4510)]    

parent         3              [(1, 5165), (1, 5197), (1, 5266)]

park           1              [(1, 13310)]   

parker         1              [(1, 14530)]   

part           12             [(1, 2875), (1, 7519), (1, 8165), (1, 11140), (2, 2010), (2, 3135), (2, 3820), (2, 12392), (2, 13162), (2, 14344), (2, 14974), (2, 22005)]

parti          1              [(1, 3123)]    

partial        1              [(2, 1885)]    

particular     1              [(1, 10183)]   

particularli   3              [(1, 1987), (2, 768), (2, 6357)]

pascua         1              [(2, 24340)]   

pass           1              [(2, 3686)]    

patholog       1              [(2, 21098)]   

paul           2              [(1, 13681), (2, 20735)]

pay            1              [(1, 10981)]   

pazhampori     2              [(2, 12532), (2, 12597)]

pdf            33             [(1, 11675), (1, 11698), (1, 14029), (1, 14121), (1, 14401), (1, 14429), (1, 14504), (1, 14523), (1, 16033), (1, 16074), (2, 15716), (2, 15720), (2, 17599), (2, 17612), (2, 18066), (2, 18099), (2, 18173), (2, 18254), (2, 18318), (2, 18363), (2, 19221), (2, 19276), (2, 19423), (2, 19455), (2, 20678), (2, 20694), (2, 23305), (2, 23309), (2, 23893), (2, 23999), (2, 24196), (2, 24412), (2, 24520)]

peach          1              [(1, 10025)]   

peak           1              [(1, 6194)]    

pearleaf       1              [(1, 17485)]   

peasant        3              [(2, 1388), (2, 8064), (2, 8426)]

pedro          2              [(2, 19479), (2, 23428)]

peed           2              [(2, 7505), (2, 18658)]

peel           5              [(2, 190), (2, 11757), (2, 14586), (2, 20601), (2, 23513)]

peelin         2              [(2, 14527), (2, 14654)]

pelipita       1              [(2, 24764)]   

pengat         1              [(2, 13018)]   

peopl          2              [(1, 9886), (2, 15229)]

per            6              [(1, 5843), (1, 6579), (1, 6825), (1, 8182), (2, 11373), (2, 11616)]

perazaecheverria1              [(2, 20773)]   

percentag      2              [(1, 8262), (2, 11690)]

pereira        1              [(2, 22164)]   

perenni        1              [(1, 5078)]    

perform        1              [(2, 14082)]   

perhap         2              [(1, 1876), (1, 5273)]

period         2              [(1, 6227), (2, 13727)]

perman         2              [(2, 23913), (2, 24216)]

permangan      1              [(2, 19611)]   

person         2              [(1, 17710), (2, 24867)]

peru           1              [(2, 23175)]   

pest           9              [(1, 704), (1, 984), (1, 5304), (1, 7709), (1, 7830), (1, 9255), (1, 15561), (2, 1529), (2, 10411)]

petal          2              [(2, 1987), (2, 3112)]

peter          2              [(2, 18299), (2, 20839)]

petiol         1              [(2, 2409)]    

phase          2              [(1, 15299), (2, 23537)]

phebe          1              [(2, 19162)]   

phenol         3              [(1, 9104), (1, 9353), (1, 9482)]

philippin      1              [(2, 24424)]   

phloridzin     1              [(1, 16605)]   

phorasotobycom 1              [(2, 18711)]   

phrase         4              [(1, 2496), (1, 10816), (1, 10938), (1, 11034)]

physic         1              [(1, 9232)]    

physician      1              [(2, 3756)]    

physiolog      1              [(1, 16642)]   

phytochem      3              [(1, 1056), (1, 9297), (1, 9708)]

phytochemistri 1              [(1, 16667)]   

phytopatholog  1              [(2, 21198)]   

pick           3              [(1, 2940), (1, 6908), (2, 9345)]

pickenhagen    1              [(2, 21663)]   

pickin         1              [(2, 14724)]   

picq           1              [(2, 15686)]   

pie            1              [(1, 8551)]    

pierr          1              [(2, 17657)]   

pierreér       1              [(1, 11750)]   

pigment        2              [(1, 9518), (1, 9570)]

pisang         3              [(2, 5884), (2, 13025), (2, 15114)]

place          2              [(2, 3926), (2, 4758)]

plant          32             [(1, 1936), (1, 6573), (1, 7861), (1, 11321), (1, 12557), (1, 13059), (1, 13873), (1, 15745), (1, 16661), (1, 17079), (2, 106), (2, 1020), (2, 2178), (2, 2195), (2, 2516), (2, 2677), (2, 2964), (2, 7267), (2, 7421), (2, 8687), (2, 10944), (2, 11207), (2, 13552), (2, 13667), (2, 13721), (2, 15042), (2, 15817), (2, 16293), (2, 16573), (2, 16967), (2, 21092), (2, 21279)]

planta         1              [(1, 16895)]   

plantain       22             [(2, 679), (2, 1294), (2, 4978), (2, 5281), (2, 5395), (2, 5446), (2, 5558), (2, 6008), (2, 6304), (2, 6520), (2, 10106), (2, 10158), (2, 10246), (2, 10328), (2, 10364), (2, 12733), (2, 17038), (2, 17121), (2, 17241), (2, 24079), (2, 24474), (2, 24710)]

plantarium     1              [(1, 17638)]   

plantat        6              [(2, 1330), (2, 2991), (2, 7083), (2, 7525), (2, 7655), (2, 7784)]

plantsey       1              [(1, 17188)]   

plastic        1              [(2, 10486)]   

plate          1              [(2, 13329)]   

plato          2              [(1, 3438), (1, 13525)]

play           1              [(2, 14960)]   

pleas          1              [(2, 14809)]   

plo            1              [(1, 11965)]   

ploetz         3              [(2, 5260), (2, 23825), (2, 24029)]

poem           1              [(1, 2521)]    

poet           1              [(2, 22906)]   

point          3              [(1, 2475), (1, 17319), (2, 5228)]

poison         2              [(1, 10588), (1, 17061)]

pokok          1              [(2, 15108)]   

polit          1              [(2, 8027)]    

pollan         1              [(1, 17151)]   

pollen         1              [(1, 6239)]    

pollin         4              [(1, 952), (1, 5895), (1, 5999), (1, 6050)]

polomski       1              [(1, 14697)]   

polyethylen    3              [(2, 19645), (2, 19862), (2, 19986)]

polyphenol     3              [(1, 9377), (1, 9440), (1, 16406)]

pome           1              [(2, 24692)]   

poor           1              [(1, 6679)]    

poovan         1              [(2, 24737)]   

popul          2              [(1, 1571), (2, 8366)]

popular        11             [(1, 1030), (1, 4458), (1, 5411), (1, 8676), (2, 1742), (2, 10629), (2, 12613), (2, 14878), (2, 15314), (2, 22728), (2, 22778)]

porch          1              [(2, 17836)]   

porcher        1              [(2, 16468)]   

portugues      2              [(2, 3719), (2, 7623)]

possibl        4              [(1, 3758), (2, 3665), (2, 6242), (2, 6664)]

post           1              [(2, 23145)]   

postharvesttfrecwsuedu1              [(1, 11702)]   

potassium      2              [(2, 11846), (2, 19601)]

potenti        1              [(1, 16853)]   

poulain        2              [(2, 16715), (2, 20325)]

practic        3              [(1, 15209), (1, 15278), (2, 21285)]

pradesh        1              [(2, 12892)]   

prairi         1              [(1, 17533)]   

pray           1              [(1, 3576)]    

preconcentr    1              [(2, 23587)]   

predecessor    1              [(2, 10723)]   

predomin       1              [(1, 1705)]    

prefer         2              [(2, 8871), (2, 17064)]

prehistori     1              [(2, 17732)]   

preliminari    1              [(1, 9652)]    

prema          2              [(2, 22109), (2, 22236)]

prensa         1              [(2, 23168)]   

present        1              [(2, 6802)]    

preserv        1              [(1, 8616)]    

press          19             [(1, 8918), (1, 12806), (1, 13085), (1, 13242), (1, 13322), (1, 13717), (1, 13816), (1, 17325), (1, 17382), (2, 15853), (2, 16057), (2, 16351), (2, 18015), (2, 18444), (2, 18603), (2, 18835), (2, 22525), (2, 22670), (2, 22760)]

prevent        4              [(1, 9274), (1, 9733), (1, 16324), (2, 11235)]

price          1              [(2, 17145)]   

primarili      1              [(2, 4315)]    

primat         1              [(1, 7090)]    

princeton      1              [(1, 13798)]   

printexport    2              [(1, 17776), (2, 24933)]

prior          1              [(2, 10979)]   

probabl        1              [(2, 6742)]    

problem        3              [(1, 709), (1, 2832), (1, 7960)]

problemat      1              [(2, 3881)]    

proceed        1              [(1, 14265)]   

process        2              [(2, 12105), (2, 14053)]

produc         19             [(1, 1415), (1, 4442), (1, 7114), (1, 7230), (1, 8106), (1, 8927), (1, 9015), (1, 10380), (2, 549), (2, 1031), (2, 2566), (2, 2706), (2, 5082), (2, 7277), (2, 7443), (2, 8455), (2, 9774), (2, 12120), (2, 13804)]

product        21             [(1, 762), (1, 1000), (1, 1048), (1, 1072), (1, 6647), (1, 8011), (1, 8024), (1, 8073), (1, 8638), (1, 9131), (1, 9630), (1, 14656), (1, 14973), (1, 17429), (2, 1494), (2, 8260), (2, 10048), (2, 10067), (2, 10136), (2, 11015), (2, 14283)]

profil         3              [(1, 16417), (2, 23856), (2, 24159)]

programm       1              [(2, 23737)]   

project        5              [(1, 12366), (1, 13348), (1, 13426), (1, 17797), (2, 24954)]

promin         2              [(2, 12379), (2, 14967)]

promis         1              [(1, 5563)]    

promot         1              [(2, 22546)]   

promusa        1              [(2, 15664)]   

propag         1              [(1, 5105)]    

protect        3              [(2, 10502), (2, 16026), (2, 21379)]

protein        2              [(1, 10166), (1, 10324)]

prove          1              [(2, 4058)]    

proverb        3              [(1, 1116), (1, 10638), (1, 10773)]

provid         4              [(1, 2156), (1, 5825), (1, 8330), (2, 11791)]

proxim         1              [(1, 16737)]   

pseudostem     5              [(2, 2475), (2, 2629), (2, 2797), (2, 2885), (2, 13640)]

public         2              [(1, 6878), (1, 12596)]

publish        4              [(1, 12666), (1, 13564), (1, 14677), (2, 4183)]

pulp           2              [(2, 7176), (2, 12360)]

pumila         8              [(1, 167), (1, 358), (1, 1230), (1, 1485), (1, 11224), (1, 11355), (1, 17417), (1, 17612)]

purchas        1              [(1, 6932)]    

pure           1              [(1, 8863)]    

purpos         1              [(2, 17080)]   

pusô           1              [(2, 12917)]   

puzhungiyathu  1              [(2, 12495)]   

pyru           4              [(1, 280), (1, 292), (1, 316), (1, 11384)]

qi             3              [(1, 14213), (1, 14239), (2, 17176)]

qualiti        3              [(1, 4511), (1, 9211), (2, 13873)]

quantiti       6              [(1, 8192), (1, 8220), (1, 8247), (2, 11626), (2, 11648), (2, 11675)]

question       1              [(2, 11418)]   

r              11             [(1, 12245), (1, 12921), (1, 12978), (1, 16480), (1, 16715), (2, 16278), (2, 16832), (2, 17817), (2, 20440), (2, 21235), (2, 23504)]

race           4              [(1, 3681), (2, 1579), (2, 11327), (2, 20942)]

racist         3              [(2, 1757), (2, 15173), (2, 15203)]

radiat         1              [(2, 16008)]   

ragama         1              [(2, 21237)]   

railroad       1              [(2, 7883)]    

ramón          1              [(2, 24291)]   

random         2              [(1, 13658), (1, 17215)]

randrianja     1              [(2, 18367)]   

rang           4              [(1, 597), (1, 1379), (1, 7822), (2, 5716)]

ranney         1              [(1, 14250)]   

rather         1              [(1, 5129)]    

raw            13             [(1, 684), (1, 8530), (1, 8709), (1, 8731), (1, 10238), (2, 5630), (2, 5708), (2, 6152), (2, 6296), (2, 8888), (2, 11600), (2, 11731), (2, 13072)]

razak          1              [(2, 19177)]   

rc             3              [(1, 16163), (2, 23832), (2, 24036)]

reaction       5              [(1, 9470), (1, 9981), (1, 10106), (1, 10194), (1, 10346)]

read           4              [(1, 1155), (1, 17256), (2, 1815), (2, 24540)]

reader         1              [(1, 12638)]   

readi          1              [(2, 12958)]   

readili        1              [(1, 5034)]    

recent         1              [(1, 1661)]    

recommend      1              [(2, 11808)]   

record         1              [(1, 11067)]   

red            4              [(1, 7156), (1, 9601), (1, 11085), (2, 6084)]

reed           1              [(2, 15946)]   

refer          10             [(1, 1141), (1, 11193), (1, 15231), (1, 15333), (2, 733), (2, 1117), (2, 1788), (2, 9082), (2, 15429), (2, 21502)]

reflect        1              [(1, 2671)]    

refriger       3              [(1, 7531), (2, 7912), (2, 10039)]

region         4              [(2, 4990), (2, 6337), (2, 6724), (2, 7069)]

regul          3              [(1, 14888), (1, 14958), (2, 23979)]

reighard       1              [(1, 14711)]   

relat          6              [(1, 1593), (1, 11812), (2, 15016), (2, 21315), (2, 24593), (2, 24619)]

relationship   1              [(1, 12099)]   

releas         1              [(2, 21508)]   

relev          1              [(1, 16652)]   

religi         1              [(1, 525)]     

religion       4              [(1, 2857), (1, 13281), (2, 1729), (2, 14865)]

remain         2              [(1, 4090), (2, 9478)]

remaud         1              [(2, 21944)]   

renata         1              [(2, 23375)]   

renaudeau      1              [(2, 23690)]   

